team,reference_date,behavior_window_start,behavior_window_end,matches_available_all_time,matches_used_recent,oldest_match_used,latest_match_used,behavior_config_name,n_matches,weighted_goals_for,weighted_goals_for_raw,weighted_goals_for_adjusted,weighted_goals_against,weighted_goals_against_raw,weighted_goals_against_adjusted,weighted_goal_difference,all_time_goals_for,all_time_goals_against,attack_index,attack_index_raw,attack_index_adjusted_old,attack_index_adjusted,attack_index_residual,attack_index_final,defense_index,defense_index_raw,defense_index_adjusted_old,defense_index_adjusted,defense_index_residual,defense_index_final,weighted_goal_for_residual,weighted_goal_against_residual,weighted_result_residual,residual_coverage_recent,recent_form_index,weighted_btts_rate,weighted_over_2_5_rate,clean_sheet_rate,failed_to_score_rate,environment_response_index,environment_sample_size,attack_data_quality,defense_data_quality,form_data_quality,environment_data_quality,overall_data_quality,behavior_warning,sample_size_warning,staleness_warning,opponent_quality_warning,mean_opponent_elo_recent,median_opponent_elo_recent,min_opponent_elo_recent,max_opponent_elo_recent,opponent_elo_coverage_recent,strong_opponent_match_count,weak_opponent_match_count,schedule_strength_label,schedule_strength_warning,opponent_adjustment_warning,residual_warning,last_updated
Bonaire,2026-06-21,2022-06-21,2026-06-21,44,19,2023-03-25,2026-06-06,calibrated_4y_40m_hl365,19,0.948,1.069,0.948,2.243,1.99,2.243,-1.295,1.432,2.477,0.434,0.44,0.39,0.39,0.419,0.434,0.232,0.211,0.138,0.138,0.283,0.232,-0.244,0.652,-0.202,1.0,0.204,0.532,0.705,0.059,0.396,0.5,0,moderate,moderate,moderate,none,moderate,Recent schedule skews toward weak opponents.; Attack index reduced after opponent-quality adjustment. Defense index reduced after opponent-quality adjustment.,,,,1290.684,1285.097,1007.427,1531.304,1.0,0,13,weak,Recent schedule skews toward weak opponents.,Attack index reduced after opponent-quality adjustment. Defense index reduced after opponent-quality adjustment.,,2026-06-20T23:36:25+00:00
Bosnia and Herzegovina,2026-06-21,2022-06-21,2026-06-21,285,37,2022-09-23,2026-06-18,calibrated_4y_40m_hl365,37,1.397,1.287,1.397,1.339,1.52,1.339,0.058,1.368,1.379,0.543,0.548,0.594,0.594,0.531,0.543,0.425,0.397,0.437,0.437,0.49,0.425,0.092,0.03,0.106,1.0,0.363,0.768,0.469,0.153,0.115,0.5,0,high,high,high,none,high,Recent schedule skews toward strong opponents.; Attack index increased after opponent-quality adjustment. Defense index increased after opponent-quality adjustment.; Schedule strength may be misleading; residuals do not support the full opponent boost.,,,,1651.128,1739.595,947.363,1989.882,1.0,20,5,strong,Recent schedule skews toward strong opponents.,Attack index increased after opponent-quality adjustment. Defense index increased after opponent-quality adjustment.,Schedule strength may be misleading; residuals do not support the full opponent boost.,2026-06-20T23:36:25+00:00
Bosnia-H.,2026-06-21,2022-06-21,2026-06-21,1,1,2026-06-12,2026-06-12,calibrated_4y_40m_hl365,1,1.203,1.0,1.203,0.831,1.0,0.831,0.372,1.0,1.0,0.494,0.483,0.516,0.516,0.52,0.494,0.612,0.526,0.556,0.556,0.812,0.612,0.059,-0.936,0.388,1.0,0.339,1.0,0.0,0.0,0.0,0.5,0,insufficient,insufficient,insufficient,none,insufficient,Fewer than 8 recent matches; behavior is insufficient.; Recent schedule skews toward strong opponents.; Attack index increased after opponent-quality adjustment. Defense index increased after opponent-quality adjustment.; Large raw-vs-residual defense disagreement.,Fewer than 8 recent matches; behavior is insufficient.,,,1824.609,1824.609,1824.609,1824.609,1.0,1,0,strong,Recent schedule skews toward strong opponents.,Attack index increased after opponent-quality adjustment. Defense index increased after opponent-quality adjustment.,Large raw-vs-residual defense disagreement.,2026-06-20T23:36:25+00:00
Botswana,2026-06-21,2022-06-21,2026-06-21,332,38,2022-07-05,2026-03-31,calibrated_4y_40m_hl365,38,0.667,0.677,0.667,1.604,1.717,1.604,-0.937,0.807,1.283,0.312,0.309,0.306,0.306,0.321,0.312,0.362,0.326,0.352,0.352,0.447,0.362,-0.538,0.159,-0.072,1.0,0.244,0.291,0.483,0.195,0.508,0.5,0,high,high,high,none,high,Defense boosted by opponent adjustment but goals-against residual is poor.,,,,1520.584,1510.102,1096.069,1836.093,1.0,6,3,average,,,Defense boosted by opponent adjustment but goals-against residual is poor.,2026-06-20T23:36:25+00:00
Brazil,2026-06-21,2022-06-21,2026-06-21,1061,40,2022-12-09,2026-06-19,calibrated_4y_40m_hl365,40,2.009,1.775,2.009,0.742,0.901,0.742,1.267,2.176,0.903,0.653,0.685,0.787,0.787,0.578,0.653,0.602,0.613,0.667,0.667,0.576,0.602,0.235,-0.228,-0.062,1.0,0.657,0.539,0.536,0.437,0.142,0.5,0,high,high,high,none,high,Recent schedule skews toward strong opponents.; Attack index increased after opponent-quality adjustment. Defense index increased after opponent-quality adjustment.; Schedule strength may be misleading; residuals do not support the full opponent boost.,,,,1834.478,1851.228,1518.148,2056.592,1.0,36,0,strong,Recent schedule skews toward strong opponents.,Attack index increased after opponent-quality adjustment. Defense index increased after opponent-quality adjustment.,Schedule strength may be misleading; residuals do not support the full opponent boost.,2026-06-20T23:36:25+00:00
British Virgin Islands,2026-06-21,2022-06-21,2026-06-21,123,23,2023-03-23,2026-06-06,calibrated_4y_40m_hl365,23,1.156,1.378,1.156,1.584,1.454,1.584,-0.429,0.927,2.943,0.55,0.515,0.42,0.42,0.633,0.55,0.486,0.448,0.394,0.394,0.574,0.486,0.4,-0.221,0.159,1.0,0.33,0.356,0.576,0.224,0.377,0.5,0,moderate,moderate,moderate,none,moderate,Recent goals-against differs from all-time by -1.36.; Recent schedule skews toward weak opponents.; Attack index reduced after opponent-quality adjustment. Defense index reduced after opponent-quality adjustment.,,,,1252.856,1229.665,1015.281,1673.801,1.0,0,16,weak,Recent schedule skews toward weak opponents.,Attack index reduced after opponent-quality adjustment. Defense index reduced after opponent-quality adjustment.,,2026-06-20T23:36:25+00:00
Brittany,2026-06-21,2022-06-21,2026-06-21,12,0,,,calibrated_4y_40m_hl365,0,,,,,,,,1.5,1.25,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,,,,0.0,0.5,,,,,0.5,0,insufficient,insufficient,insufficient,none,insufficient,Fewer than 8 recent matches; behavior is insufficient.; No recent match date available.; Opponent Elo missing for recent matches; schedule strength unknown.; Residual coverage is 0%; residual behavior is unreliable.,Fewer than 8 recent matches; behavior is insufficient.,No recent match date available.,,,,,,0.0,0,0,unknown,Opponent Elo missing for recent matches; schedule strength unknown.,,Residual coverage is 0%; residual behavior is unreliable.,2026-06-20T23:36:25+00:00
Brunei,2026-06-21,2022-06-21,2026-06-21,137,26,2022-09-21,2025-11-18,calibrated_4y_40m_hl365,26,0.432,0.538,0.432,2.351,2.249,2.351,-1.919,0.781,3.277,0.253,0.222,0.177,0.177,0.323,0.253,0.138,0.184,0.14,0.14,0.03,0.138,-0.53,1.411,-0.007,1.0,0.164,0.159,0.651,0.12,0.715,0.5,0,moderate,moderate,moderate,none,moderate,Recent goals-against differs from all-time by -0.93.; Recent schedule skews toward weak opponents.; Attack index reduced after opponent-quality adjustment. Defense index reduced after opponent-quality adjustment.,,,,1229.151,1240.399,944.627,1787.19,1.0,1,17,weak,Recent schedule skews toward weak opponents.,Attack index reduced after opponent-quality adjustment. Defense index reduced after opponent-quality adjustment.,,2026-06-20T23:36:25+00:00
Bulgaria,2026-06-21,2022-06-21,2026-06-21,736,38,2022-09-23,2026-06-05,calibrated_4y_40m_hl365,38,0.999,0.97,0.999,1.786,1.94,1.786,-0.788,1.38,1.501,0.456,0.401,0.413,0.413,0.584,0.456,0.283,0.252,0.294,0.294,0.357,0.283,0.251,0.428,0.035,1.0,0.322,0.438,0.622,0.176,0.432,0.5,0,high,high,high,none,high,Defense index increased after opponent-quality adjustment.; Defense boosted by opponent adjustment but goals-against residual is poor.,,,,1600.548,1552.584,1196.374,2108.744,1.0,11,4,average,,Defense index increased after opponent-quality adjustment.,Defense boosted by opponent adjustment but goals-against residual is poor.,2026-06-20T23:36:25+00:00
Burkina Faso,2026-06-21,2022-06-21,2026-06-21,464,40,2023-10-17,2026-06-09,calibrated_4y_40m_hl365,40,1.633,1.682,1.633,0.983,1.028,0.983,0.65,1.25,1.33,0.626,0.644,0.619,0.619,0.586,0.626,0.56,0.559,0.569,0.569,0.561,0.56,0.257,-0.183,0.024,1.0,0.582,0.433,0.592,0.354,0.257,0.5,0,high,high,high,none,high,,,,,1536.295,1487.353,1115.699,1852.031,1.0,10,2,average,,,,2026-06-20T23:36:25+00:00
Burundi,2026-06-21,2022-06-21,2026-06-21,218,25,2022-11-16,2026-05-26,calibrated_4y_40m_hl365,25,0.574,0.614,0.574,1.521,1.575,1.521,-0.947,1.087,1.353,0.251,0.219,0.199,0.199,0.325,0.251,0.39,0.35,0.362,0.362,0.481,0.39,-0.524,0.056,-0.128,1.0,0.189,0.161,0.298,0.138,0.743,0.5,0,high,high,high,none,high,Defense boosted by opponent adjustment but goals-against residual is poor.,,,,1552.441,1505.629,1095.658,1916.112,1.0,8,2,average,,,Defense boosted by opponent adjustment but goals-against residual is poor.,2026-06-20T23:36:25+00:00
Cambodia,2026-06-21,2022-06-21,2026-06-21,295,29,2022-09-22,2026-06-09,calibrated_4y_40m_hl365,29,1.411,1.669,1.411,1.374,1.254,1.374,0.037,1.119,2.576,0.665,0.669,0.572,0.572,0.657,0.665,0.512,0.469,0.416,0.416,0.613,0.512,0.472,-0.339,0.123,1.0,0.381,0.558,0.639,0.29,0.167,0.5,0,high,high,high,none,high,Recent goals-against differs from all-time by -1.20.; Recent schedule skews toward weak opponents.; Attack index reduced after opponent-quality adjustment. Defense index reduced after opponent-quality adjustment.,,,,1255.127,1312.657,959.898,1572.411,1.0,0,18,weak,Recent schedule skews toward weak opponents.,Attack index reduced after opponent-quality adjustment. Defense index reduced after opponent-quality adjustment.,,2026-06-20T23:36:25+00:00
Cameroon,2026-06-21,2022-06-21,2026-06-21,616,40,2022-11-24,2026-03-31,calibrated_4y_40m_hl365,40,1.216,1.223,1.216,0.612,0.676,0.612,0.604,1.406,1.039,0.464,0.499,0.498,0.498,0.385,0.464,0.684,0.687,0.698,0.698,0.677,0.684,-0.346,-0.531,-0.021,1.0,0.558,0.32,0.297,0.409,0.384,0.5,0,high,high,high,none,high,Schedule strength may be misleading; residuals do not support the full opponent boost.,,,,1589.074,1532.727,1256.411,2130.408,1.0,10,4,average,,,Schedule strength may be misleading; residuals do not support the full opponent boost.,2026-06-20T23:36:25+00:00
Canada,2026-06-21,2022-06-21,2026-06-21,472,40,2023-07-04,2026-06-18,calibrated_4y_40m_hl365,40,1.728,1.65,1.728,0.632,0.697,0.632,1.096,1.305,1.301,0.633,0.636,0.681,0.681,0.628,0.633,0.675,0.682,0.713,0.713,0.66,0.675,0.384,-0.48,-0.024,1.0,0.594,0.487,0.32,0.502,0.176,0.5,0,high,high,high,none,high,Recent schedule skews toward strong opponents.; Attack index increased after opponent-quality adjustment. Defense index increased after opponent-quality adjustment.; Schedule strength may be misleading; residuals do not support the full opponent boost.,,,,1751.012,1747.842,1417.266,2080.468,1.0,25,0,strong,Recent schedule skews toward strong opponents.,Attack index increased after opponent-quality adjustment. Defense index increased after opponent-quality adjustment.,Schedule strength may be misleading; residuals do not support the full opponent boost.,2026-06-20T23:36:25+00:00
Canary Islands,2026-06-21,2022-06-21,2026-06-21,4,0,,,calibrated_4y_40m_hl365,0,,,,,,,,2.75,0.75,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,,,,0.0,0.5,,,,,0.5,0,insufficient,insufficient,insufficient,none,insufficient,Fewer than 8 recent matches; behavior is insufficient.; No recent match date available.; Opponent Elo missing for recent matches; schedule strength unknown.; Residual coverage is 0%; residual behavior is unreliable.,Fewer than 8 recent matches; behavior is insufficient.,No recent match date available.,,,,,,0.0,0,0,unknown,Opponent Elo missing for recent matches; schedule strength unknown.,,Residual coverage is 0%; residual behavior is unreliable.,2026-06-20T23:36:25+00:00
Cape Verde,2026-06-21,2022-06-21,2026-06-21,236,40,2023-03-28,2026-06-15,calibrated_4y_40m_hl365,40,1.275,1.243,1.275,0.91,0.96,0.91,0.366,1.093,1.123,0.498,0.514,0.528,0.528,0.46,0.498,0.644,0.638,0.661,0.661,0.659,0.644,-0.119,-0.477,0.104,1.0,0.494,0.355,0.379,0.579,0.318,0.5,0,high,high,high,none,high,Attack boosted by opponent adjustment but goal residual is negative. Schedule strength may be misleading; residuals do not support the full opponent boost.,,,,1577.065,1539.032,1266.935,2094.274,1.0,12,4,average,,,Attack boosted by opponent adjustment but goal residual is negative. Schedule strength may be misleading; residuals do not support the full opponent boost.,2026-06-20T23:36:25+00:00
Cascadia,2026-06-21,2022-06-21,2026-06-21,7,0,,,calibrated_4y_40m_hl365,0,,,,,,,,3.286,2.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,,,,0.0,0.5,,,,,0.5,0,insufficient,insufficient,insufficient,none,insufficient,Fewer than 8 recent matches; behavior is insufficient.; No recent match date available.; Opponent Elo missing for recent matches; schedule strength unknown.; Residual coverage is 0%; residual behavior is unreliable.,Fewer than 8 recent matches; behavior is insufficient.,No recent match date available.,,,,,,0.0,0,0,unknown,Opponent Elo missing for recent matches; schedule strength unknown.,,Residual coverage is 0%; residual behavior is unreliable.,2026-06-20T23:36:25+00:00
Catalonia,2026-06-21,2022-06-21,2026-06-21,48,0,,,calibrated_4y_40m_hl365,0,,,,,,,,1.562,1.75,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,,,,0.0,0.5,,,,,0.5,0,insufficient,insufficient,insufficient,none,insufficient,Fewer than 8 recent matches; behavior is insufficient.; No recent match date available.; Opponent Elo missing for recent matches; schedule strength unknown.; Residual coverage is 0%; residual behavior is unreliable.,Fewer than 8 recent matches; behavior is insufficient.,No recent match date available.,,,,,,0.0,0,0,unknown,Opponent Elo missing for recent matches; schedule strength unknown.,,Residual coverage is 0%; residual behavior is unreliable.,2026-06-20T23:36:25+00:00
Cayman Islands,2026-06-21,2022-06-21,2026-06-21,119,20,2023-03-26,2026-06-06,calibrated_4y_40m_hl365,20,0.787,1.022,0.787,1.719,1.629,1.719,-0.932,0.983,2.437,0.422,0.429,0.331,0.331,0.407,0.422,0.4,0.405,0.352,0.352,0.389,0.4,-0.279,0.334,-0.062,1.0,0.275,0.422,0.498,0.237,0.268,0.5,0,moderate,moderate,moderate,none,moderate,Recent schedule skews toward weak opponents.; Attack index reduced after opponent-quality adjustment. Defense index reduced after opponent-quality adjustment.,,,,1246.228,1235.985,1009.284,1643.75,1.0,0,12,weak,Recent schedule skews toward weak opponents.,Attack index reduced after opponent-quality adjustment. Defense index reduced after opponent-quality adjustment.,,2026-06-20T23:36:25+00:00
Central African Republic,2026-06-21,2022-06-21,2026-06-21,138,25,2023-03-23,2026-06-09,calibrated_4y_40m_hl365,25,0.851,0.898,0.851,2.141,2.133,2.141,-1.29,1.058,1.906,0.365,0.345,0.326,0.326,0.411,0.365,0.217,0.194,0.193,0.193,0.269,0.217,-0.267,0.694,-0.055,1.0,0.226,0.367,0.544,0.128,0.565,0.5,0,high,high,high,none,high,,,,,1501.086,1472.087,984.122,1851.963,1.0,2,3,average,,,,2026-06-20T23:36:25+00:00
Central Spain,2026-06-21,2022-06-21,2026-06-21,2,0,,,calibrated_4y_40m_hl365,0,,,,,,,,1.0,2.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,,,,0.0,0.5,,,,,0.5,0,insufficient,insufficient,insufficient,none,insufficient,Fewer than 8 recent matches; behavior is insufficient.; No recent match date available.; Opponent Elo missing for recent matches; schedule strength unknown.; Residual coverage is 0%; residual behavior is unreliable.,Fewer than 8 recent matches; behavior is insufficient.,No recent match date available.,,,,,,0.0,0,0,unknown,Opponent Elo missing for recent matches; schedule strength unknown.,,Residual coverage is 0%; residual behavior is unreliable.,2026-06-20T23:36:25+00:00
Chad,2026-06-21,2022-06-21,2026-06-21,138,23,2023-10-17,2025-11-17,calibrated_4y_40m_hl365,23,0.668,0.689,0.668,1.96,1.959,1.96,-1.292,0.848,1.725,0.335,0.32,0.311,0.311,0.369,0.335,0.279,0.228,0.228,0.228,0.398,0.279,-0.392,0.306,-0.09,1.0,0.107,0.499,0.48,0.097,0.485,0.5,0,moderate,moderate,moderate,none,moderate,,,,,1496.856,1477.407,1265.459,1721.934,1.0,1,3,average,,,,2026-06-20T23:36:25+00:00
Chagos Islands,2026-06-21,2022-06-21,2026-06-21,16,0,,,calibrated_4y_40m_hl365,0,,,,,,,,1.75,4.75,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,,,,0.0,0.5,,,,,0.5,0,insufficient,insufficient,insufficient,none,insufficient,Fewer than 8 recent matches; behavior is insufficient.; No recent match date available.; Opponent Elo missing for recent matches; schedule strength unknown.; Residual coverage is 0%; residual behavior is unreliable.,Fewer than 8 recent matches; behavior is insufficient.,No recent match date available.,,,,,,0.0,0,0,unknown,Opponent Elo missing for recent matches; schedule strength unknown.,,Residual coverage is 0%; residual behavior is unreliable.,2026-06-20T23:36:25+00:00
Chameria,2026-06-21,2022-06-21,2026-06-21,7,2,2023-06-30,2023-07-01,calibrated_4y_40m_hl365,2,2.441,2.501,2.441,2.072,1.999,2.072,0.369,2.0,1.143,0.935,0.975,0.95,0.95,0.841,0.935,0.229,0.222,0.203,0.203,0.245,0.229,1.023,0.764,-0.114,1.0,0.514,1.0,1.0,0.0,0.0,0.5,0,insufficient,insufficient,insufficient,none,insufficient,Fewer than 8 recent matches; behavior is insufficient.; Latest match is 1086 days before reference date.; Recent goals-against differs from all-time by +0.93.,Fewer than 8 recent matches; behavior is insufficient.,Latest match is 1086 days before reference date.,,1456.367,1456.367,1430.876,1481.859,1.0,0,0,average,,,,2026-06-20T23:36:25+00:00
Chechnya,2026-06-21,2022-06-21,2026-06-21,3,0,,,calibrated_4y_40m_hl365,0,,,,,,,,1.0,9.667,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,,,,0.0,0.5,,,,,0.5,0,insufficient,insufficient,insufficient,none,insufficient,Fewer than 8 recent matches; behavior is insufficient.; No recent match date available.; Opponent Elo missing for recent matches; schedule strength unknown.; Residual coverage is 0%; residual behavior is unreliable.,Fewer than 8 recent matches; behavior is insufficient.,No recent match date available.,,,,,,0.0,0,0,unknown,Opponent Elo missing for recent matches; schedule strength unknown.,,Residual coverage is 0%; residual behavior is unreliable.,2026-06-20T23:36:25+00:00
Chile,2026-06-21,2022-06-21,2026-06-21,835,40,2022-09-23,2026-06-09,calibrated_4y_40m_hl365,40,1.186,1.093,1.186,1.341,1.579,1.341,-0.155,1.41,1.422,0.432,0.418,0.468,0.468,0.465,0.432,0.405,0.373,0.448,0.448,0.481,0.405,-0.106,0.058,0.017,1.0,0.388,0.447,0.594,0.302,0.492,0.5,0,high,high,high,none,high,Recent schedule skews toward strong opponents.; Attack index increased after opponent-quality adjustment. Defense index increased after opponent-quality adjustment.; Attack boosted by opponent adjustment but goal residual is negative. Defense boosted by opponent adjustment but goals-against residual is poor.,,,,1792.176,1770.76,1408.445,2089.806,1.0,32,0,strong,Recent schedule skews toward strong opponents.,Attack index increased after opponent-quality adjustment. Defense index increased after opponent-quality adjustment.,Attack boosted by opponent adjustment but goal residual is negative. Defense boosted by opponent adjustment but goals-against residual is poor.,2026-06-20T23:36:25+00:00
